"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"159";2017-10-03;50;"Unforgettable experience";"It's a place where you would enjoy nice food and have some fun even if you are dining alone. It was an awesome dining experience right from the start as your host gave you a friendly welcome followed by your guide leading you to your...More";"DiningInTheDarkKL"
"160";2017-10-03;40;"Pesadilla Argentina";"Difficult experience, but very interesting. After this visit, you realise how blessed we are when we can see. In an almost real environment like this one, and how difficult the life of a blind man is! And how much he losses. Hopefully very soon the...More";"DiningInTheDarkKL"
"161";2017-10-03;50;"Great experience, must try.";"Good food, great experience dining in the dark...experiencing the enhance of other senses such as taste and touch...overall a must try off the bucket list.";"DiningInTheDarkKL"
"162";2017-10-03;40;"Good one time experience";"Had an interesting experience with my date going to dinner in the dark. Like that they take into consideration any allergies and preferences. However, at the time there were so many people talking and was noisy that I felt defeats the purpose of dining in...More";"DiningInTheDarkKL"
"163";2017-10-03;50;"Experience the dark";"It was my Husband's birthday so I wanted to do something different. I choose this place for dine. Food was good but the wine selection was awesome. My family throughly enjoyed and thanked me for the wonderful evening.";"DiningInTheDarkKL"
"164";2017-10-03;40;"Great Experience";"I came with my colleagues. This was a unique and amazing experience. The food taste good and the services were excellent. I was nervous at first fearing that the food might get into my nose (😁) Since I have never dined in the dark! But...More";"DiningInTheDarkKL"
"165";2017-10-03;40;"Hear, Smell, Taste, Feel.............";"Dine in total darkness & be surprised by 4 appetizers, 2 soups, 3 mains, 5 desserts & wine pairing! Not disappointed at all with quality & selection of food but not the 2 glasses of wine. It's just average table wine. Best not to go...More";"DiningInTheDarkKL"
"166";2017-10-02;50;"Great dining experience";"It is completely in the dark, no candles, or small lighting to guide you to your table. Our vision impaired host had a great sense of humor, who led us in the dark and served all our meals. It is different to be relying on...More";"DiningInTheDarkKL"
"167";2017-10-01;50;"Perfect idea for anniversary!";"I planned this dinner for our 3rd anniversary celebration. It was a real unique experience and give us the opportunity to cherish the time we spent together as well as real taste of the food! Thanks.";"DiningInTheDarkKL"
"168";2017-10-01;40;"Loved the Concept";"From the time of checkin until conclusion I found this to be enlightening and completely different dining experience. Once we entered Dining in the Dark we gave up phones and watches. The check in staff were great and gave us several tasks to complete. Our...More";"DiningInTheDarkKL"
"169";2017-09-26;50;"More than just a dinner out- awesome!";"I highly recommend an experience here. It's fun and interactive, and allows you an opportunity to focus on flavors and textures. The courses were well thought-out and it was like a game guessing what each of the items were. It was all delicious as well!...More";"DiningInTheDarkKL"
"170";2017-09-26;40;"Enjoyable";"Great experience! Very enjoyable, shows how quickly one can adapt in complete darkness!, good food , definitely worth a try";"DiningInTheDarkKL"
"171";2017-09-23;50;"Great date night out!";"We had a wonderful date and overall experience. It was really unique and would do it again with some friends. AK was a wonderful waiter and we enjoyed talking to him. It was interesting to rely on your other senses; I felt as if the...More";"DiningInTheDarkKL"
"172";2017-09-23;50;"Amazing experience.";"Spent our anniversary evening here. Really extraordinary dining experience. Completely and totally pitch black. You must rely solely on your sense of taste and smell to guess what you are eating. We got most of the veggies and fruits right but were totally fooled by...More";"DiningInTheDarkKL"
"173";2017-09-22;50;"Dining in the Dark Kuala Lumpur";"Dining in the Dark was such an enjoyable experience, We went as a group of colleagues for a team building activity and it was perfect. It was fun, and just a little bit challenging and all dietary restrictions were well catered for, so noone was...More";"DiningInTheDarkKL"
"174";2017-09-19;50;"You have to experience. New found respect for the blind community.";"Brilliant concept, I know it is not a new concept, but this was my first time experiencing dining in the dark. The atmosphere is kind of thrilling and nerve wrecking. The staff is extremely well trained and hospitable. Food is very tasty and fresh. They...More";"DiningInTheDarkKL"
"175";2017-09-19;50;"World class experience";"Wow! It was absolutely new and so interesting. The food 3/5. The concept was outstanding 5/5. Our guide, Marco did a spectacular job.";"DiningInTheDarkKL"
"176";2017-09-15;50;"Brilliant experience!!";"We had an amazing meal at Dining in the Dark. Our guide AK was so friendly and made us feel very comfortable. The food was really good - I had the vegetarian menu. Love that you find out what everything was at the end -...More";"DiningInTheDarkKL"
"177";2017-09-11;50;"Swiss Garden Beach Resort, Kuantan & Cherating.";"Relax environment with sandy white beaches and the best parts is delicious and affordable food. The best advice if you are driving make sure your vehicle's are well serviced and with full tank because you might be searching for petrol pump. Just make sure that...More";"DiningInTheDarkKL"
"178";2017-09-09;30;"Nice experience but just average food";"My girl friend organise me a great surprise birthday party in dining in the dark. Nice first experience celebrating birthday in the dark. 5 star for the service 3 star for the food, we feel it is salty and sweet Maybe because we prefer fresh...More";"DiningInTheDarkKL"
"179";2017-09-07;40;"Experience the blind";"Awesome experience, palate heightened and puts you in a moment where you are unable to see for 2 hours, really just feel other senses. Food is great and be amazed with what you think you eat vs the actual food served. Recommended experience and great...More";"DiningInTheDarkKL"
"180";2017-09-07;50;"Amazing Food and Experience - MUST DO";"I went here with a friend not really knowing what to expect. i have to say afterwards it was well worth it and i would suggest doing it. The bonus of doing it in KL is it is cheaper than in the western countries for...More";"DiningInTheDarkKL"
"181";2017-09-06;40;"Go for the experience";"My daughter gave me a Mother's Day treat here. And I must say it was something special rather than the run of the mill dinner. On arriving we were given the menu to choose our set and then a little game to hone our awareness...More";"DiningInTheDarkKL"
"182";2017-09-06;40;"Different level of enjoying food";"I went to bring my team for dinner after a very long month and non stop event to make them happy. The food was good, staffs were very nice to us. This is my 3rd time here, and I love coming back again.";"DiningInTheDarkKL"
"183";2017-09-06;50;"Once in a lifetime experience";"Its an interesting conversation with your partner in this pitch black experience. I have been hearing about this place for years only decided to try it for my husband's birthday. Must say that the food is surprisingly good! The price is quite reasonable for the...More";"DiningInTheDarkKL"
"184";2017-09-06;40;"KL Dining Experience";"A very unique dining experience, and an especially intimate evening with someone special. Once you get acclimated to the surroundings and have chosen your meals for the night, you are escorted into the dining room where you can see absolutely nothing. You imagine there are...More";"DiningInTheDarkKL"
"185";2017-09-06;40;"A place everyone should visit & experience";"This place was recommended by a friend and full with surprise and curiosity. Shall not mention alot here but would suggest everyone to give a try.";"DiningInTheDarkKL"
"186";2017-09-06;50;"A Truely Different Experience.... Fantastic!!";"The whole experience is awesome. You are given instructions before entering and then all light emiting devices are stored in a locker. Then your visually impaired maitre'de escorts you and your guests in single file through blackout curtains to your table. It is so dark...More";"DiningInTheDarkKL"
"187";2017-09-04;50;"A must try experience";"Dinning in the Dark is amazing and a must try for anyone visiting the city. Although, you won't be soaking in the Malaysian cuisine and ambience of a normal restaurant, you will get to heighten your other senses by eating in a completely dark room....More";"DiningInTheDarkKL"
"188";2017-09-02;50;"An experience not to miss!";"For those who are cautious of eating in the dark. Dont worry. This place is fanstastic. An amazing experience where your smell and taste buds get a workout. Food is fantastic and plenty to eat. Yes its pitch black. Yes you have to use your...More";"DiningInTheDarkKL"
"189";2017-08-29;50;"Must try in KL";"This is our first time in KL and very excited to hear about Dining in the Dark. Decided to try anyway as it would it be a new experience. Reception is good, the welcome staff are really attentive and gave a good explanation. Service by...More";"DiningInTheDarkKL"
"190";2017-08-27;30;"Service not good";"I went with family there were eight of us, and it was a Friday evening. When we entered the restaurant the service was good, however once our experience started there was too long between course as our helper was also had too many other people...More";"DiningInTheDarkKL"
"191";2017-08-27;50;"Don't be afraid of the dark!!!";"Everyone should do this at least once. I am the LEAST adventurous when it comes to food, and I had a fantastic experience at Dining In the Dark KL. The staff was great, the host was great, everything was fantastic. I loved it!";"DiningInTheDarkKL"
"192";2017-08-25;50;"An extraordinary experience";"An extraordinary experience you will never get in any fine dining. What's best here is the food, excellent service from the waiters, the price, the experience in the dark and most importantly you get to spend time talking with your loved ones without any distractions.";"DiningInTheDarkKL"
"193";2017-08-24;50;"Mind boggling experience for foodies";"I booked in advance and went in not knowing what you expect, and glad I did! The food by itself was delicious. My husband and I consider ourselves to have sensitive palates, but we guessed most of the meals wrong! It's amazing to see how...More";"DiningInTheDarkKL"
"194";2017-08-24;50;"Renewed Senses!";"It was a spontaneous decision to go try dining in the dark. Unforgettable experience. Certainly something you want to try, especially when you're on a date. It does bring out the brighter side of you when you're in total darkness. The food was tasty too....More";"DiningInTheDarkKL"
"195";2017-08-18;50;"Incredible experience";"After relocating to KL a few months ago, Dining in the Dark has been on my radar after being highly recommended by a friend. The service staff and the chefs at Dining in the Dark are top notch. The food is incredible and the tastes...More";"DiningInTheDarkKL"
"196";2017-08-17;50;"Very interesting way to eat food was delicious and service excellent";"A very interesting experience we were in the dark for about 2 hours and were very surprised at how the experience affects you. Service was excellent food was lovely overall a really good evening";"DiningInTheDarkKL"
"197";2017-08-16;50;"Outstanding experience, excellent for gluten free diners";"We went to DITD for a bit of an experience. I was nervous! I will keep the review brief so as not to spoil the surprises but I highly recommend going. You get to choose a classic menu or a vegetarian menu but that's it;...More";"DiningInTheDarkKL"
"198";2017-08-15;50;"Can I give 6 stars?";"It was a fun and fantastic dining in the dark experience with tasty food, a dining experience where sense of touch and smell are more important than sight. I would suggest everyone to dine here at least once in a lifetime. Lastly, thank you Radha,...More";"DiningInTheDarkKL"
"199";2017-08-14;50;"What a Ride!";"From start to finish this dining experience was Amazing! My wife and I were excited for a new dining experience and we were not disappointed. Since our experience we have been sharing with friends and looking forward to our next opportunity to Dine in the...More";"DiningInTheDarkKL"
"200";2017-08-14;50;"Amazing Experience and good food";"This is a great restaurant and was an amazing experience. Food was really tasty too and good service";"DiningInTheDarkKL"
"201";2018-11-08;40;"The best sushi ever";"I love the sushi and the dessert served. The view was also mesmerizing. One downside is, the food was a bit pricey.More";"Nobu Kuala Lumpur"
"202";2018-10-29;30;"Amazingly not impressed - A hit and miss combination of food.";"The sashimi and sushi quality was good but not Nobu price fantastic. Their signature rice crispy lollipops with a tuna tartar was both very good and bad. The tartar was delicious - light, fresh, rich. The rice lolipops would have broken teeth. The fried sushi...More";"Nobu Kuala Lumpur"
"203";2018-10-28;30;"Used to be the place...";"We have been coming here whenever in KL during the last 3-4 years but after the 3rd bad experience during the last 12 month it is clear that they have gone from great to something that belongs nowhere near what they charge, so from now...More";"Nobu Kuala Lumpur"
"204";2018-10-27;40;"Jap Fine Dining";"Came here few times. This time ordered their signature omakase. Noticed they changed the omakase menu. Preferred the previous one but this one still good. Black cod and wagyu (medium rare) is superb. Many guys (some old and some young) bring hot looking chicks here...More";"Nobu Kuala Lumpur"
"205";2018-10-17;20;"A little better than horrible";"In my opinion, having an omakase menu already go against the true meaning of ""omakase"". The food seemed mass produced instead of specially curated daily by the chef. That aside, the food quality does not justify the price tag. We had spoilt clams in the...More";"Nobu Kuala Lumpur"
"206";2018-10-14;50;"Great food and service";"I enjoyed excellent food and service at Nobu last night. The waiter gave great advice about the menu and the shared plates allowed a nice leisurely meal with the opportunity to sample many different dishes. Only one tiny criticism - why is it so dark...More";"Nobu Kuala Lumpur"
"207";2018-10-04;50;"Allergy friendly";"Fantastic experience, service was amazing and the view wow! My husband is coeliac and we have had trouble at other restaurants in KL but the wait staff here were fully versed and were able to point out the meals that were gluten free, even providing...More";"Nobu Kuala Lumpur"
"208";2018-09-30;50;"Amazing Special Omakase";"Just unbelievable food and a perfect setting. Worth every penny. The staff were really helpful, the food was on another planet and the view is superb. A great experience and a great way to finish off a superb holiday in Asia.";"Nobu Kuala Lumpur"
"209";2018-09-27;10;"Terrible";"Wasn’t blown away when I went the first time years ago and a friend convinced me to try it again. Manager was trying to suck up to said friend (a regular) by saying maybe I didn’t enjoy it the first time because of budget restrictions....More";"Nobu Kuala Lumpur"
"210";2018-09-25;50;"Absolutely delicious and the view is pretty good as well!";"Nobu offers a great selection of Japanese fusion delights. Their Omakase is also superb. Save room for dessert as the Chocolate Sphere will not disappoint. The view is fantastic so book a table near the windows.";"Nobu Kuala Lumpur"
"211";2018-09-19;40;"Enjoyed my experience";"Food and ambiance was really good, but i understand what other diners felt as it was a little warm sitting next to the windows during sunset. Went for the omakase menu, service staff were attentive. Otoro and beef were the highlight of the dinner.";"Nobu Kuala Lumpur"
"212";2018-09-18;50;"Delicious";"The only issue with this restaurant is finding it. 3 Petronas Towers is a different building to its more well known siblings and the entrance isn't the easiest to find. Once inside, its a bit of a hike up to the restaurant but once you...More";"Nobu Kuala Lumpur"
"213";2018-09-04;40;"Good food and views";"We went for dinner and all the food was good. The service is very professional and gentle. We did not like that the beer was not cold and as similar restaurants in KL it was expensive. The restaurant is a bit pricey but you are...More";"Nobu Kuala Lumpur"
"214";2018-09-02;30;"Excellent food - personally not my favorite";"We haveucky enough to have dined in a couple of fine dining in South East Asia with similar price tags. The booking online and the exchanges were smooth and done easily. We already knew where to find the restaurant (we had been to Marini's before)...More";"Nobu Kuala Lumpur"
"215";2018-08-30;30;"Amazing Jap food but too pricey";"Big fan of Nobu, first time to Nobu KL, birthday celebration, we ordered Signature Omakase, sake and sashimi, great food and good service, but very pricey. Besides, most of the view was blocked by other buildings surrounding, a little bit disappointed.";"Nobu Kuala Lumpur"
"216";2018-08-23;40;"Good jap fusion, but lacking the omph";"i've followed Nobu since 20yrs back, and i must say the diminishing awe factor, as other restaurants catch up on funky experimentation of flavors/textures. In contrast, Nobu has remain conservative relatively speaking. this nobu is a tad underwhelming in decor, though the view from the...More";"Nobu Kuala Lumpur"
"217";2018-08-22;30;"Underwhelming";"Came for the weekday lunch set because dinner prices are just way too expensive. We used to do this in Tokyo and it was great. This time, however, I was definitely underwhelmed. The new style salmon sashimi was very good - best part of the...More";"Nobu Kuala Lumpur"
"218";2018-08-20;10;"Worst Nobu outlet brings same to the name!";"I am a big fan of chef Matsuhisa and have visited a few of his restaurants worldwide. My recent visit to Nobu in KL has tainted my perception of the brand Nobu. The purpose of my recent visit was to celebrate a friend’s birthday and...More";"Nobu Kuala Lumpur"
"219";2018-08-19;50;"Only reason i came to kuala lumpur from India";"Ive heard quite alot about nobu but it was my first time experiencing it, i will not lie, the food was out of this world and it tasted the best, i hadnt had such amazing food in a while, the ambience is beautiful, its right...More";"Nobu Kuala Lumpur"
"220";2018-08-12;40;"Great but expensive";"Overall was a great 1st time experience. Food were great, ambience was fantastic with good view of the Iconic Petronas Twin Tower. Ms Leela was very professional and attentive. Definitely a memorable dinner with my wife. 👍👍👍 Nobu";"Nobu Kuala Lumpur"
"221";2018-08-11;40;"Excellent but expensive";"The view and location is incredible The new style salmon sashimi is amazing. The other food I ordered was great but overpriced.More";"Nobu Kuala Lumpur"
"222";2018-08-11;50;"Great experiance";"The atmosphere and experience was breathtaking since you could see all of Kuala Lumpur from the restaurant. The sushi was one of the best I had eaten in awhile. The highlight of the restaurant of course was the blackened cod. Service was also quite friendly....More";"Nobu Kuala Lumpur"
"223";2018-08-06;30;"Wow experience but steak was a let down.";"Went the second time with the wife. The wife experience the same wow experience as I did but the rib eye steak was a let down the second time. Otherwise it would have been a 5 star.More";"Nobu Kuala Lumpur"
"224";2018-08-06;50;"Nobu in KL";"We had a chance to dine at Nobu in Kuala Lumpur twice on a recent business visit. The staff is outstanding and the food is equally great.";"Nobu Kuala Lumpur"
"225";2018-08-04;40;"Nobu Kuala Lumpur - Luxury dining in the sky";"I have finally set foot in Nobu - a modern Japanese fusion Restaurant located on the 56th floor of the Petronas Tower 3. To go up to the restaurant, one will need to go through to express lifts and one security check on the 5th...More";"Nobu Kuala Lumpur"
"226";2018-08-01;40;"Good View and Great Food";"I had heard nothing but good things about Nobu and finally got a chance to experience Nobu in Kuala Lampur. The food was exquisite, the waitress suggested the dishes and we went along with her choices. We were very pleased to try the signature dishes....More";"Nobu Kuala Lumpur"
"227";2018-07-30;50;"Romántica";"Eating is always a pleasure but if it is in the restaurant nobu_kualalumpur the pleasure is supreme. 🍜🍷Thanks to its chef Philip Leong we were able to taste Japanese cuisine with the Petrona Towers in the background. A show for the senses.🙆🏽‍♂️❤";"Nobu Kuala Lumpur"
"228";2018-07-29;40;"Good Environment";"Enjoy the restaurant atmosphere and environment Good Food Dessert is good price is bit high but the quality of the food is awesome so it’s equal. Cauliflower is awesom";"Nobu Kuala Lumpur"
"229";2018-07-26;40;"Anniversary dinner at Nobu";"Celebrated our annivesary at Nobu. It was a great night, the view was great, the food is good, the staff is attentive and friendly, had a wonderful dinner that completed with a nice customised “Happy Anniversary” on the dessert we ordered. On the flipside, the...More";"Nobu Kuala Lumpur"
"230";2018-07-22;50;"Always great!";"I’ve been to other Nobu’s, but none quite like this. The views from Nobu, KL were outstanding and as always at Nobu, the food was exceptionally great! The blackened cod and Chilean sea bass were excellent. The California and Shrimp Tempura rolls are highly recommended....More";"Nobu Kuala Lumpur"
"231";2018-07-22;50;"Yum.Yum.Yummy.";"Vegetarians seeking sushi find bliss. Carefully presented morsel to delight, we savored every last bite.";"Nobu Kuala Lumpur"
"232";2018-07-21;10;"Bad services, average food";"I went to Nobu tonight, the view is so nice, the food was average, however the service was extremely bad. First the waiter forgot our drinks and we got them just before we left, he did not check on us at all as he was...More";"Nobu Kuala Lumpur"
"233";2018-07-19;50;"😋";"Good ambience and good food. A wide spread of food in the menu. Staff are very friendly. A very good restaurant for a get together. Highly recommended 👍More";"Nobu Kuala Lumpur"
"234";2018-07-06;50;"Excellent food views and servuce";"Had a great night at Nobu KL - visiting from Australia and our first Nobu experience. The location is amazing, service is excellent. The head server in our section was one of the best I’ve come across. Genuinely friendly without being over familiar, very knowledgeable...More";"Nobu Kuala Lumpur"
"235";2018-07-06;50;"Worth the painful prices";"Attended a dinner here with a bunch of colleagues and it was worth the hefty price tag at the end. Their wait staff are imacculate, as was the food. Their desserts were my favourite, the thought and detail that went into those dishes had my...More";"Nobu Kuala Lumpur"
"236";2018-07-05;50;"Farewell lunch";"My boss and us certainly enjoyed the meal. The food was superb though portions were small but adequate. The desserts were lovely. Compliments to the waitress recommendations. Although on the pricey side, I would definitely bring my family there for a meal somedayMore";"Nobu Kuala Lumpur"
"237";2018-06-28;50;"Anniversary Dinner";"The place has a magnificent view. Also the only Nobu in Asia that is “halal friendly” plating available. The Server was very friendly & has given good recommendations. I had a wonderful dinner that completed with a nice customised “Happt Anniversary” dessert.More";"Nobu Kuala Lumpur"
"238";2018-06-20;50;"Lovely value; if you are not local, that is";"We came as a group of 10 from Singapore, kids in tow, and the weekend was what we were told could accommodate us (the noisy brats, that is.) No lunch or bento sets (darn, the Matsuhisa bento was great the last time I was here)...More";"Nobu Kuala Lumpur"
"239";2018-06-17;30;"#whatdidwepayforagain";"I was so excited for dinner. After going through security and two lifts to the 56 level of one of the Petronas Tower, we came to a normal looking Japanese restaurant. The evening view of the KL skyline was foggy so nothing much to rave...More";"Nobu Kuala Lumpur"
"240";2018-06-03;40;"Dinner for two";"A bit wirred, how the menu works and how the stuff descripes it ( and tries to make a desicion for you ;)). Food was good, wines in relation to what u get, too expensive. Super nice view!More";"Nobu Kuala Lumpur"
"241";2018-05-23;10;"Birthday dinner....";"Considering the reputation of Nobu and the prices paid, the service was terrible and the food is acceptable but not mind-blowing. We ate at the first early sitting and there were maybe 2-3 other tables so it wasn’t busy. The sunset view was amazing, as...More";"Nobu Kuala Lumpur"
"242";2018-05-23;50;"High tea with girlfriend";"You order the premium set for girlfriend birthday, the server was attentive and will come again.....";"Nobu Kuala Lumpur"
"243";2018-05-21;40;"A Good Experience";"Had dinner there last Friday and Nobu was just next door from the hotel we were staying. Was surprised that they have the security scan downstairs. As with good service restaurants, staff was there to greet us from the lobby downstairs to the restaurant. Liked...More";"Nobu Kuala Lumpur"
"244";2018-05-19;50;"A must visit Authentic Japanese Restaurant";"I was there to celebrate my friend birthday last week. It was my first time visiting fine dining Japanese Restaurant. Overall the environment is goods. The waiters are professional for giving us suggestion. The foods are so delicious especially sashimi😍...love it so much. Will revisit...More";"Nobu Kuala Lumpur"
"245";2018-05-13;10;"rude staff horrible service";"we planned our mothers day celebration at nobu. however as we are having our dinner we are constantly being pestered to finish our food as fast as we can and when we finish while having our drinks the staff force the bill to us and...More";"Nobu Kuala Lumpur"
"246";2018-05-04;50;"3rd times a charm!";"I have been to Nobu in Miami (loved it amazing) and London (same) so decided to try Nobu in Malaysia. I have many favourite spots, but what I absolutely love about Nobu is the consistency. The food is always amazing, the staff (our server was...More";"Nobu Kuala Lumpur"
"247";2018-05-03;40;"Expensive but you pay the views";"Nice, we really enjoy the food, we ordered tacos, tempura, two rolls, ceviche and tartar. The one we most enjoy was the tempura but the size is expensive, is just next to Petronas twins so the views are really nice, so I think is really...More";"Nobu Kuala Lumpur"
"248";2018-05-03;10;"Sarah";"Below average. Ordered otoro sashimi and the waitress got my order wrong, told her the second time and when she repeated the order she got it wrong again. Also ordered the chirashi don, squid did not tast very fresh and slices were thin. When the...More";"Nobu Kuala Lumpur"
"249";2018-05-01;30;"Omakase Terimakase!";"Lovely lovely ambience! I’m a sucker for dim yellow lights so Nobu got me there. Coupled with a splendid view, this place is great for dates and intimate dinners with a small group of friends. I say small group, because bigger groups can get a...More";"Nobu Kuala Lumpur"
"250";2018-04-28;50;"A.Mazing";"I can’t fault this place, we were welcomed in by the entire kitchen and waiting staff, seated in a table overlooking the Petronas Towers and served delicious, delicious food. Now I’ve visited Nobu, I’m not sure regular sushi is going to cut it. Thanks to...More";"Nobu Kuala Lumpur"
"251";2018-04-07;30;"Overrated & Expensive";"The food was off the chart but the service was very disappointing. The staff spent more time cleaning up the tables around us than noticing we needed serving. Three times we asked different waiters for the same thing!More";"Nobu Kuala Lumpur"
"252";2018-03-18;30;"Lunch situation";"The only reason to visit Nobu is for their view. We came here for lunch and thought everything we had were very average. Tacos was alright, small portion and expensive. Bento lunch boxes are clearly overpriced but it’s the view I guess. Our maki roll...More";"Nobu Kuala Lumpur"
"253";2018-03-13;30;"Dissappinted";"The location itself will give this nobu high points since look very fancy, however the food is rather disappointing. Ive been to Nobu in Australia, and i will always return there however seems they lowered their standard in KL The sashimi totally not fresh The...More";"Nobu Kuala Lumpur"
"254";2018-03-01;20;"Poor service....";"Same as a near by Marble 8 - good view, but no care about you. Forgot your orders. Sitting without wine till glasses are dry. You never know who is serving you. There are 5 waters come and go. Sorry, this is not Nobu. I...More";"Nobu Kuala Lumpur"
"255";2018-02-28;50;"Great quality Japanese restaurant";"We went to the Nobu restaurant and were not disappointed ! Excellent view, great location, nice restaurant. We had the Nobu Signature Omakase, it was absolutely delicious. Just one remark, maybe the dishes were served to quickly. If you're in town, do not hesitate, booking...More";"Nobu Kuala Lumpur"
"256";2018-02-26;20;"Disappointing";"Super disappointed with the service! Slow, missed some of the items we have ordered, did not really reflect a 5 star service at all. I have been to other Nobu restaurants (Dubai, Qatar, London) and the service + setup is 100 times better and not...More";"Nobu Kuala Lumpur"
"257";2018-02-14;20;"Average";"Went in Valentine’s Day. It was very average. Lovely location and great views of KL, but for the price expected tastier food. So sadly disappointing.More";"Nobu Kuala Lumpur"
"258";2018-02-09;40;"Most reasonably priced Nobu";"This was my second visit to Nobu in KL. We had a couple of hours and was enough to have sushi, main course, more sushi and desserts. My favorite is the black cod in miso sauce and the various prawn tempuras. I am not a...More";"Nobu Kuala Lumpur"
"259";2018-02-04;50;"Wonderful service, amazing food, luxury experience";"We visited Nobu on a Tuesday night, looking to treat ourselves to something special. We reserved a table with no problem at all, and we decided on the omakase (which means to trust the chef, so every course was a surprise). We were recommended to...More";"Nobu Kuala Lumpur"
"260";2018-02-01;20;"Over priced and disappointing";"Best to park in Mandarin Oriental underground carpark and walk next door to Nobu. Take the elevator up to the restaurant. This is another typical restaurant where the skyline view is outstanding but the food is mediocre and the prices are ridiculously expensive. Slow staff...More";"Nobu Kuala Lumpur"
"261";2018-01-30;30;"Average";"Everyone speaks about the view. Ok but I have a similar view from my office. Turning to service, I was surprised that staff who delivered the dishes couldn't converse and any question eg ""is this the vegetarian dish we ordered"" or ""how long will it...More";"Nobu Kuala Lumpur"
"262";2018-01-30;50;"Definitely must try!";"Totally enjoyed Nobu KL! great ambiance, service & food. Waitress and waiters were attentive and tolerance (as me and my bf took our time with the menu). they were helpful as we are first timers as well. Black cod is definitely a must! 10/10. Tartar-...More";"Nobu Kuala Lumpur"
"263";2018-01-27;40;"Nobu is always good";"Great views of patronas. Standard menu delicious (black cod oh yes please). Not a great atmosphere in the restaurant as very quiet. Much cheaper than Nobu in London / Vegas etc so if you like it then it’s worth visiting";"Nobu Kuala Lumpur"
"264";2018-01-24;30;"Great view and very nice waiter and waitress";"The view is stunning and its the seating that males the difference for Nobu. For starters we had the tartar which was very good. After the followed tempur prawns and sushi. Both good not excellent. Dessert was however really really good! Great view and good...More";"Nobu Kuala Lumpur"
"265";2018-01-22;40;"Modern Japanese";"Totally enjoyed Nobu KL. Spectacular view since it’s on the 56th Flr. Remember to mention you want a table by the window when you make your booking. I suggest you have dinner before the sun sets to get the best of both truly amazing views...More";"Nobu Kuala Lumpur"
"266";2018-01-22;50;"Excellent!";"Went there for dinner. Food served was marvellous. It was simply delicious. We ordered wagyu beef, cod fish, sushi, asparagus and sashimi. The serving is small. And we spent about RM700. But it was worth the money. The ambience is also beautiful at night. Very...More";"Nobu Kuala Lumpur"
"267";2018-01-11;50;"Smart sushi";"Very cool place to eat sushi and drink cocktails. Excellent menu and service. Elegant but comfortable and yet not over priced for the quality of food and surroundings. .";"Nobu Kuala Lumpur"
"268";2018-01-11;50;"Great food and view";"We booked a table by the window. Service was very good. Sashimi with jalapeño, new style salmon sashimi, black miso cod fish - amazing! Everything was fresh and well presented. Would definitely go back.";"Nobu Kuala Lumpur"
"269";2018-01-10;40;"Nobu";"Nobu was our final dinner of our holiday. The menu was slightly different to what we had tried previously. Had a great seat with the Towers out the window. Service was great and cocktails amazing.";"Nobu Kuala Lumpur"
"270";2018-01-08;30;"Not living up to its name";"i have eaten at Nobu in 5 other cities, this one is average and have not lived up to its name. We did the omakase and the flavours and dishes were nothing creative or umami rich, soup bland. sushi not very fresh maybe not on...More";"Nobu Kuala Lumpur"
"271";2018-01-04;40;"Amazing service for a good evening";"Went to Nobu for a celebration and we had a really good experience. We booked a window table and we got one with a partial view of the Petronas Towers and a full view of KLCC. We started dinner with cocktails, recommendation of the head...More";"Nobu Kuala Lumpur"
"272";2018-01-01;50;"Food";"Fine dining at its best. The food is excellent and of good quality though a bit expensive. Ambience and excellent view of Kuala Lumpur. Won’t mind returning for dinner.";"Nobu Kuala Lumpur"
"273";2017-12-31;50;"Consistently Excellent";"We have dined at Nobu restaurants in London, NYC and Dubai, so we figured we knew what to expect from the KL restaurant. As it was night two of our (first) honeymoon, we were banking on having fantastic food and drinks and we were not...More";"Nobu Kuala Lumpur"
"274";2017-12-28;40;"Great food , nice ambiance & spectacular view";"Highly recommended! I came here with my husband to celebrate my birthday. The food was delicious! We ask the waiter on which dish is good and he did give good recommendation. The shashimi was so good, the taco was nice but i think the main,...More";"Nobu Kuala Lumpur"
"275";2017-12-28;50;"Amazing service and food, not a great view";"Hosted a business dinner and has the most amazing dining experience. The service was impeccable, with around 10 diners we left it to our host to cater for our needs and we weren't disappointed. We were guided through the sake selection, and even able to...More";"Nobu Kuala Lumpur"
"276";2017-12-26;50;"Excellent view pairing with excellent food";"Came here on Christmas day for dinner. Everything from the service, view and to food was excellent. Only the lobster quinoa was average and not to my preference. White fish and yellow tail sashimi was excellent. Both mains black cod miso and beef was exquisite....More";"Nobu Kuala Lumpur"
"277";2017-12-24;50;"Better and better wverytone";"We came twice last year. This year the whole team recognised us immediately. This is the best nobu the world. The food is amazing and reasonably priced. Manager gopi is still there. He is so amazing and I want to poach him to come work...More";"Nobu Kuala Lumpur"
"278";2017-12-11;40;"Great views and great food";"We had a great table looking out on to the Twin Towers. Staff were friendly and helpful and the atmosphere was chilled. Lots of food to choose from and great for those of us that have to be gluten free. It is on the pricier...More";"Nobu Kuala Lumpur"
"279";2017-12-10;50;"All round great time.";"Fantastic food, fantastic atmosphere, fantastic drinks. The place could benefit from some staff training as the service is good but isn't great. It's still a little off from a supreme fine dining establishment. Overall will definitely return.";"Nobu Kuala Lumpur"
